1,1,9.99000999000999E-4,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
249,1,0.24875124875124874,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
249,2,0.24875124875124874,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
249,3,0.24875124875124874,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
250,1,0.24975024975024976,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
250,2,0.24975024975024976,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
250,3,0.24975024975024976,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
251,1,0.25074925074925075,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
251,2,0.25074925074925075,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
251,3,0.25074925074925075,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
252,1,0.2517482517482518,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
252,2,0.2517482517482518,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
252,3,0.2517482517482518,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
253,1,0.25274725274725274,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
253,2,0.25274725274725274,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
253,3,0.25274725274725274,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
254,1,0.25374625374625376,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
254,2,0.25374625374625376,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
254,3,0.25374625374625376,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
255,1,0.2547452547452547,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
255,2,0.2547452547452547,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
255,3,0.2547452547452547,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
256,1,0.25574425574425574,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
256,2,0.25574425574425574,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
256,3,0.25574425574425574,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
257,1,0.25674325674325676,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
257,2,0.25674325674325676,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
257,3,0.25674325674325676,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
258,1,0.25774225774225773,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
258,2,0.25774225774225773,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
258,3,0.25774225774225773,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
259,1,0.25874125874125875,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
259,2,0.25874125874125875,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
259,3,0.25874125874125875,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
260,1,0.2597402597402597,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
260,2,0.2597402597402597,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
260,3,0.2597402597402597,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
261,1,0.26073926073926074,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
261,2,0.26073926073926074,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
261,3,0.26073926073926074,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
262,1,0.26173826173826176,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
262,2,0.26173826173826176,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
262,3,0.26173826173826176,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
263,1,0.2627372627372627,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
263,2,0.2627372627372627,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
263,3,0.2627372627372627,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
264,1,0.26373626373626374,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
264,2,0.26373626373626374,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
264,3,0.26373626373626374,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
265,1,0.2647352647352647,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
265,2,0.2647352647352647,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
265,3,0.2647352647352647,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
266,1,0.26573426573426573,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
266,2,0.26573426573426573,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
266,3,0.26573426573426573,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
267,1,0.26673326673326675,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
267,2,0.26673326673326675,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
267,3,0.26673326673326675,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
268,1,0.2677322677322677,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
268,2,0.2677322677322677,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
268,3,0.2677322677322677,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
269,1,0.26873126873126874,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
269,2,0.26873126873126874,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
269,3,0.26873126873126874,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
270,1,0.26973026973026976,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
270,2,0.26973026973026976,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
270,3,0.26973026973026976,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
271,1,0.2707292707292707,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
271,2,0.2707292707292707,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
271,3,0.2707292707292707,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
272,1,0.27172827172827174,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
272,2,0.27172827172827174,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
272,3,0.27172827172827174,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
273,1,0.2727272727272727,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
273,2,0.2727272727272727,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
273,3,0.2727272727272727,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
274,1,0.27372627372627373,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
274,2,0.27372627372627373,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
274,3,0.27372627372627373,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
275,1,0.27472527472527475,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
275,2,0.27472527472527475,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
275,3,0.27472527472527475,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
276,1,0.2757242757242757,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
276,2,0.2757242757242757,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
276,3,0.2757242757242757,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
277,1,0.27672327672327673,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
277,2,0.27672327672327673,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
277,3,0.27672327672327673,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
278,1,0.2777222777222777,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
278,2,0.2777222777222777,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
278,3,0.2777222777222777,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
279,1,0.2787212787212787,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
279,2,0.2787212787212787,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
279,3,0.2787212787212787,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
280,1,0.27972027972027974,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
280,2,0.27972027972027974,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
280,3,0.27972027972027974,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
281,1,0.2807192807192807,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
281,2,0.2807192807192807,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
281,3,0.2807192807192807,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
282,1,0.2817182817182817,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
282,2,0.2817182817182817,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
282,3,0.2817182817182817,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
283,1,0.2827172827172827,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
283,2,0.2827172827172827,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
283,3,0.2827172827172827,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
284,1,0.2837162837162837,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
284,2,0.2837162837162837,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
284,3,0.2837162837162837,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
285,1,0.28471528471528473,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
285,2,0.28471528471528473,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
285,3,0.28471528471528473,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
286,1,0.2857142857142857,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
286,2,0.2857142857142857,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
286,3,0.2857142857142857,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
287,1,0.2867132867132867,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
287,2,0.2867132867132867,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
287,3,0.2867132867132867,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
288,1,0.28771228771228774,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
288,2,0.28771228771228774,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
288,3,0.28771228771228774,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
289,1,0.2887112887112887,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
289,2,0.2887112887112887,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
289,3,0.2887112887112887,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
290,1,0.2897102897102897,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
290,2,0.2897102897102897,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
290,3,0.2897102897102897,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
291,1,0.2907092907092907,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
291,2,0.2907092907092907,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
291,3,0.2907092907092907,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
292,1,0.2917082917082917,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
292,2,0.2917082917082917,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
292,3,0.2917082917082917,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
293,1,0.29270729270729273,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
293,2,0.29270729270729273,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
293,3,0.29270729270729273,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
294,1,0.2937062937062937,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
294,2,0.2937062937062937,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
294,3,0.2937062937062937,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d3, ])
295,1,0.2947052947052947,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
295,2,0.2947052947052947,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
295,3,0.2947052947052947,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
296,1,0.2957042957042957,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
296,2,0.2957042957042957,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
296,3,0.2957042957042957,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
297,1,0.2967032967032967,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
297,2,0.2967032967032967,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
297,3,0.2967032967032967,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
298,1,0.2977022977022977,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
298,2,0.2977022977022977,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
298,3,0.2977022977022977,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
299,1,0.2987012987012987,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
299,2,0.2987012987012987,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
299,3,0.2987012987012987,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
300,1,0.2997002997002997,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
300,2,0.2997002997002997,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
300,3,0.2997002997002997,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
301,1,0.3006993006993007,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
301,2,0.3006993006993007,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
301,3,0.3006993006993007,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
302,1,0.3016983016983017,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
302,2,0.3016983016983017,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
302,3,0.3016983016983017,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
303,1,0.3026973026973027,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
303,2,0.3026973026973027,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
303,3,0.3026973026973027,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
304,1,0.3036963036963037,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
304,2,0.3036963036963037,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
304,3,0.3036963036963037,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
305,1,0.3046953046953047,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
305,2,0.3046953046953047,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
305,3,0.3046953046953047,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
306,1,0.30569430569430567,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
306,2,0.30569430569430567,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
306,3,0.30569430569430567,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
307,1,0.3066933066933067,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
307,2,0.3066933066933067,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
307,3,0.3066933066933067,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
308,1,0.3076923076923077,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
308,2,0.3076923076923077,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
308,3,0.3076923076923077,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
309,1,0.3086913086913087,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
309,2,0.3086913086913087,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
309,3,0.3086913086913087,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
310,1,0.3096903096903097,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
310,2,0.3096903096903097,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
310,3,0.3096903096903097,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
311,1,0.3106893106893107,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
311,2,0.3106893106893107,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
311,3,0.3106893106893107,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d3, ])
312,1,0.3116883116883117,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
312,2,0.3116883116883117,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
312,3,0.3116883116883117,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
313,1,0.3126873126873127,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
313,2,0.3126873126873127,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
313,3,0.3126873126873127,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
314,1,0.31368631368631367,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
314,2,0.31368631368631367,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
314,3,0.31368631368631367,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
315,1,0.3146853146853147,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
315,2,0.3146853146853147,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
315,3,0.3146853146853147,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
316,1,0.3156843156843157,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
316,2,0.3156843156843157,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
316,3,0.3156843156843157,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
317,1,0.3166833166833167,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
317,2,0.3166833166833167,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
317,3,0.3166833166833167,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
318,1,0.3176823176823177,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
318,2,0.3176823176823177,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
318,3,0.3176823176823177,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
319,1,0.31868131868131866,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
319,2,0.31868131868131866,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
319,3,0.31868131868131866,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
320,1,0.3196803196803197,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
320,2,0.3196803196803197,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
320,3,0.3196803196803197,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
321,1,0.3206793206793207,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
321,2,0.3206793206793207,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
321,3,0.3206793206793207,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
322,1,0.32167832167832167,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
322,2,0.32167832167832167,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
322,3,0.32167832167832167,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
323,1,0.3226773226773227,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
323,2,0.3226773226773227,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
323,3,0.3226773226773227,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d3, ])
324,1,0.32367632367632365,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
324,2,0.32367632367632365,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
324,3,0.32367632367632365,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
325,1,0.3246753246753247,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
325,2,0.3246753246753247,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
325,3,0.3246753246753247,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
326,1,0.3256743256743257,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
326,2,0.3256743256743257,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
326,3,0.3256743256743257,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
327,1,0.32667332667332666,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
327,2,0.32667332667332666,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
327,3,0.32667332667332666,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
328,1,0.3276723276723277,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
328,2,0.3276723276723277,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
328,3,0.3276723276723277,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
329,1,0.32867132867132864,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
329,2,0.32867132867132864,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
329,3,0.32867132867132864,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
330,1,0.32967032967032966,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
330,2,0.32967032967032966,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
330,3,0.32967032967032966,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
331,1,0.3306693306693307,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
331,2,0.3306693306693307,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
